account_number,transaction_datetime,transaction_amount,post_date,merchant_number,merchant_description,merchant_category_code,transaction_number
26607,02112021 18:10:30,8.28,2122021,6.94E+14,TRADER JOE'S #105  QPS ESCONDIDO     MI,5411,26
36717,02222021 12:27:28,37.48,2232021,48201062998,WAL-MART #1062         FRIENDSWOOD   IL,5411,26
33717,02232021 05:21:01,2,2242021,2.43E+14,SQ *BECA HOUSE COFFEE  Galion        CA,5814,26
15482,03262021 15:33:39,1,3272021,8027051898,TX CAPITOLPARKINGMETER AUSTIN        KS,9399,26
20759,02272021 09:49:48,159.2,3012021,2.76E+11,CPE SOLUTIONS LLC      8136623592    NM,8299,26
26603,03162021 12:04:52,14.97,3172021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,26
31593,04092021 03:15:29,65.48,4102021,336711802,VZWRLSS*BILL PAY  V    FOLSOM        KS,4814,26
25770,03252021 16:35:37,50.91,3272021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,26
31094,01152021 12:43:33,7.22,1162021,5.39E+13,SQ *FELLINI CAFE HOUST Houston       NJ,5499,27
53111,03182021 16:49:25,149.8,3192021,8.79E+12,ENO TERRA              Hamilton      OH,5812,27
37466,01192021 11:34:49,17.05,1212021,8.50E+11,EMPIRE CAFE            HOUSTON       OH,5812,27
11111,03182021 16:49:25,149.8,3192021,8.79E+12,ENO TERRA              HOUSTON      TX,5812,27
43991,03182021 16:49:25,149.8,3192021,8.79E+12,ENO TERRA              BRIGHTON      MI,5812,27
38829,01232021 12:16:22,14,1252021,4.45E+12,CKE*EL CHARRO MEXICA 3 HOUSTON       OH,5812,27
25643,01182021 15:40:20,14.65,1192021,925910,SHELL SERVICE STATION  PEARLAND     ILUS,5541,27
32628,02232021 10:22:58,19.65,2242021,4.45E+12,CVS/PHARMACY #07162    HOUSTON       CA,5912,27
18054,03052021 09:22:52,100,3052021,8.44E+11,TXTAG 888 468 9824     8884689824    SD,9399,27
28226,02252021 07:13:00,35.14,2262021,5.99E+14,CHEVRON 0381201        HOUSTON       PA,5542,27
37226,01222021 12:39:44,12.21,1252021,2.29E+14,AJ'S #064              PHOENIX       NY,5411,27
14829,03302021 16:52:43,100,3312021,7.20E+14,EAST HARLEM BOTTLING C NEW YORK      TX,5812,27
31452,03012021 11:28:48,8.87,3022021,5.05E+14,MCDONALD'S M6177 OF    PEARLAND      TN,5814,27
26607,02152021 18:16:42,31.85,2172021,57446146904,SHELL OIL 57446146904  ESCONDIDO     MI,5542,27
36717,02242021 11:35:50,43.75,2252021,1.88E+14,SQ *STUDIO LUX         Pearland      IL,7230,27
33717,02232021 05:32:11,2.4,2242021,2.43E+14,SQ *BECA HOUSE COFFEE  Galion        CA,5814,27
15482,03282021 08:40:45,14.66,3292021,5.39E+13,SQ *CRAFTWORK COFFEE C Fort Worth    KS,5499,27
20759,02272021 11:58:27,75.06,3012021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,27
26603,03162021 19:53:43,16.87,3182021,3.10E+14,TACO BELL #28835       SANTA CLARA   NY,5814,27
31593,04092021 03:16:48,26.99,4102021,1.29E+14,FINGERHUT PAYMENTS     8002082500    KS,6012,27
25770,03252021 22:52:27,6.98,3262021,4.45E+12,WALGREENS #4046        PHOENIX       NJ,5912,27
31094,01152021 18:41:48,95.57,1162021,4.45E+12,EL TIEMPO CANTINA WEBS WEBSTER       NJ,5812,28
53111,01242021 08:14:54,11.42,1252021,3.00E+14,THE UPS STORE 4026     Hamilton      OH,7399,28
37466,01192021 17:34:42,52.62,1202021,4.45E+12,WHOLEFDS MTH#10645     HOUSTON       OH,5411,28
11111,01242021 08:14:54,11.42,1252021,3.00E+14,THE UPS STORE 4026     HOUSTON      TX,7399,28
38829,01242021 12:47:53,20,1252021,2.43E+14,SQ *DIMASSI S KIRBY    Houston       OH,5812,28
43991,01242021 08:14:54,11.42,1252021,3.00E+14,THE UPS STORE 4026     BRIGHTON      MI,7399,28
25643,01192021 11:52:06,6.14,1202021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,28
32628,02232021 11:16:42,10,2252021,11687491,GIRL SCOUTS OF SAN JAC 7132920300    CA,8641,28
18054,03052021 09:22:52,38.85,3052021,8.44E+11,TXTAG 888 468 9824     8884689824    SD,9399,28
28226,02262021 09:31:10,31.37,2272021,2.35E+14,AMZN Mktp US*7584F2U83 Amzn.com/bill PA,5942,28
37226,01232021 18:27:29,32.01,1252021,3.07E+14,FLEMINGS  1303         SCOTTSDALE    NY,5812,28
14829,03312021 14:36:55,32.21,4012021,1VKWOGBF44BU45L,DOORDASH*SEA & SEA FIS SAN FRANCISCO TX,5812,28
31452,03012021 19:12:03,8.87,3022021,5.05E+14,MCDONALD'S M6177 OF    PEARLAND      TN,5814,28
26607,02152021 18:37:07,22.5,2162021,6.94E+14,TRADER JOE'S #105  QPS ESCONDIDO     MI,5411,28
36717,02242021 19:09:09,72.41,2252021,4.45E+12,TST* GOOD VIBES BURGER PEARLAND      IL,5812,28
33717,02232021 16:05:24,67.64,2242021,4.45E+12,ABC KITCHEN            LEXINGTON     CA,5812,28
20759,02272021 16:20:32,37.74,3012021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,28
26603,03172021 11:25:00,12.37,3182021,1.99E+14,PANDA EXPRESS #2367    SANTA CLARA   NY,5814,28
25770,03262021 08:47:40,3.58,3292021,4.59E+14,SAFEWAY #1980          PHOENIX       NJ,5411,28
31094,01172021 07:42:02,19.72,1182021,2.66E+11,SHIPLEY DONUTS         PEARLAND      NJ,5814,29
53111,03192021 09:43:57,49.96,3222021,5.13E+14,MARGHERITA.S           Hamilton       OH,5812,29
11111,03192021 09:43:57,49.96,3222021,5.13E+14,MARGHERITA.S           HOUSTON       TX,5812,29
37466,01202021 11:46:09,10.72,1222021,5.35E+14,DUO COFFEE & PILATES   HOUSTON       OH,5812,29
38829,01242021 17:11:39,6.93,1252021,9.44E+14,PANDA EXPRESS 1527     HOUSTON       OH,5814,29
43991,03192021 09:43:57,49.96,3222021,5.13E+14,MARGHERITA.S           Brighton       MI,5812,29
25643,01202021 09:44:10,6.3,1212021,2.43E+14,SQ *PEARLAND COFFEE RO gosq.com      IL,5814,29
32628,02252021 01:52:23,0.99,2262021,3.37E+14,APPLE.COM/BILL         866-712-7753  CA,5818,29
18054,03052021 12:24:37,13,3062021,2.95E+13,BIRYANI POT            HOUSTON       SD,5812,29
28226,02262021 15:26:05,10.81,2272021,2.35E+14,AMZN Mktp US*X01K909O3 Amzn.com/bill PA,5942,29
37226,01242021 12:19:32,4.54,1252021,277435,SHELL SERVICE STATION  SCOTTSDALE   NYUS,5541,29
14829,03312021 17:07:34,56.96,4032021,1.20E+14,LE RELAIS DE VENISE    NEW YORK      TX,5812,29
31452,03042021 15:39:10,10.55,3052021,5.20E+11,SNODOGS HAWAIIAN SHAVE PEARLAND      TN,5814,29
26607,02152021 18:41:55,3.51,2162021,8036039421,BETTER BUZZ COFFEE COM ESCONDIDO     MI,5814,29
36717,02282021 12:48:38,9.05,3012021,2.87E+14,SONIC DRIVE IN #4215   PEARLAND      IL,5814,29
33717,02232021 16:28:50,25.44,2252021,48205471997,Wal-Mart Super Center  MANSFIELD(S)   CA,5411,29
20759,02282021 16:09:58,26.37,3012021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,29
26603,03182021 12:25:00,11.4,3192021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,29
25770,03262021 08:51:15,37.9,3292021,4.59E+14,SAFEWAY #1980          PHOENIX       NJ,5411,29
31094,01172021 16:23:38,21.8,1182021,9.93E+13,H-E-B GAS/CARWASH #6   PEARLAND      NJ,5542,30
53111,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS                Hamilton       OH,5812,30
37466,01202021 19:18:15,25.98,1222021,5.10E+14,KIRAN'S RESTAURANT     HOUSTON       OH,5812,30
11111,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS                HOUSTON       TX,5812,30
38829,01252021 09:12:52,3.75,1262021,2.43E+14,SQ *DELICIAS MAYA      Houston       OH,5814,30
43991,03072021 10:45:33,64.38,3092021,21651145000,AMANDAS                Brighton       MI,5812,30
25643,01212021 13:58:22,6.14,1222021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,30
32628,02252021 22:42:39,96.16,2272021,2.28E+14,COMCAST OF HOUSTON     713-341-1000  CA,4899,30
18054,03142021 19:27:00,65,3152021,2.95E+13,BIRYANI POT            HOUSTON       SD,5812,30
28226,02282021 17:13:07,4.32,3012021,1.60E+14,Prime Video*YL6P22M83  888-802-3080  PA,5818,30
37226,01252021 08:17:15,2.65,1262021,7.20E+14,WILDFLOWER 014 SEVILLE SCOTTSDALE    NY,5812,30
14829,04012021 12:49:33,50.07,4022021,1VKWOGBF44BU45L,DOORDASH*RAOS          SAN FRANCISCO TX,5812,30
31452,03042021 17:55:29,122.7,3052021,5.39E+13,SQ *BROOKE'S BOUTIQUE  Pearland      TN,5399,30
26607,02172021 10:15:06,5.45,2182021,8.00E+14,PEET'S #04403          NEWPORT BEACH MI,5814,30
36717,03082021 12:50:36,17.83,3092021,4.45E+12,TARGET        00013961 PASADENA      IL,5411,30
33717,02232021 16:40:28,7.04,2242021,3.86E+14,BP#38254781188 I-71QPS BELLVILLE     CA,5541,30
20759,03012021 17:17:04,145.69,3032021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,30
26603,03202021 19:49:21,14.72,3222021,8.79E+12,ARMADILLO WILLYS BBQ - SANTA CLARA   NY,5812,30
25770,03262021 17:59:50,246.65,3292021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,30
31094,01192021 08:42:45,13.18,1202021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,31
37466,01212021 14:53:01,4.02,1222021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,31
38829,01252021 12:51:43,16,1262021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,31
25643,01222021 14:20:05,9.33,1252021,3.35E+11,PIZZA HUT #27146       2104082441    IL,5812,31
32628,02262021 11:43:28,7.22,3012021,4.91E+14,TACO BELL #35738       HOUSTON       CA,5814,31
18054,03162021 10:54:16,16.97,3172021,8BRVVOYESPTC0OI,ALADDIN RE* ALADDIN ME HOUSTON       SD,5812,31
28226,03022021 21:33:05,0.99,3042021,3.37E+14,APPLE.COM/BILL         866-712-7753  PA,5735,31
37226,01252021 16:52:58,5.46,1272021,7.20E+11,CIRCLE K 01741 5141 N  PHOENIX        NY,5541,31
14829,04092021 06:32:19,32.65,4102021,2.19E+14,LINKEDIN-629*8496243   LNKD.IN/BILL  TX,5968,31
31452,03052021 18:31:18,55.49,3062021,4.07E+14,HOT TOPIC #733         PEARLAND      TN,5699,31
26607,02172021 15:26:02,128.2,2192021,3.01E+14,ALASKA A               8006545669    MI,3256,31
36717,03232021 12:56:48,4.82,3242021,7.32E+14,STARBUCKS STORE 11379  PEARLAND      IL,5814,31
33717,02252021 16:12:45,110.68,2262021,A0000000000ATD5,CHATEAU WINE & SPIRIT  COLUMBUS      CA,5921,31
20759,03012021 17:47:39,5.2,3032021,10801770,IN N OUT BURGER 341    DALLAS        NM,5814,31
26603,03212021 12:32:31,10.33,3232021,7.20E+14,JACK IN THE BOX 3467   SANTA CLARA   NY,5814,31
25770,03272021 11:48:34,556.45,3292021,3.46E+11,ENTERPRISE RENT-A-CAR  PHOENIX       NJ,3405,31
31094,01192021 11:24:37,19.21,1212021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,32
37466,01222021 11:29:48,42.65,1252021,5.35E+14,THAI SPICE RESTAURANT  HOUSTON       OH,5812,32
38829,01252021 17:17:54,1.49,1272021,4301167,COINMACH HOUSTON       HOUSTON       OH,7211,32
25643,01222021 14:55:01,5.6,1232021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,32
32628,03012021 05:14:42,19.47,3022021,3.25E+14,NETFLIX.COM            NETFLIX.COM   CA,4899,32
18054,03192021 10:33:53,19.14,3202021,8BRVVOYESPTC0OI,ALADDIN RE* ALADDIN ME HOUSTON       SD,5812,32
28226,03032021 06:20:25,62.15,3042021,5.99E+14,CHEVRON 0381201        HOUSTON       PA,5542,32
37226,01292021 09:39:19,13.62,2012021,4.96E+11,SNOOZE AN A.M. EATERY  SCOTTSDALE    NY,5812,32
31452,03072021 15:50:10,67.87,3082021,4.07E+14,BOX LUNCH #4507        FRIENDSWOOD   TN,5699,32
26607,02172021 15:46:49,9.08,2182021,5.39E+13,SQ *VIBE NEWPORT BEACH Newport Beach MI,5812,32
36717,03262021 11:26:22,6,3272021,8.00E+14,CIRCLE CAR WASH        PEARLAND      IL,7542,32
33717,02272021 07:13:46,111.62,3012021,544778,SEED TO TABLE          NAPLES         CA,5411,32
20759,03022021 11:17:32,32.39,3032021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,32
26603,03242021 16:40:58,22.18,3252021,990423,COSTCO WHSE #0423      SUNNYVALE    NYUS,5300,32
25770,03272021 16:43:43,109.38,3292021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,32
31094,01202021 11:14:54,21.48,1212021,4.45E+12,TST* LOCAL FOODS - KIR HOUSTON       NJ,5812,33
37466,01222021 11:39:40,12.31,1232021,5.39E+13,SQ *FELLINI CAFE HOUST Houston       OH,5499,33
38829,01252021 17:18:36,1.75,1262021,8031117859,COCA COLA SOUTHPOINT   HOUSTON       OH,5814,33
25643,01232021 18:33:01,12.99,1252021,3.35E+11,PIZZA HUT #27167       2104082441    IL,5812,33
32628,03032021 08:14:31,40,3042021,4.25E+11,VENMO                  8558124430    CA,4829,33
18054,03202021 13:28:59,6,3222021,5.20E+14,GALVESTON SEAWALL PARK 409-797-5137  SD,7523,33
28226,03032021 11:34:37,42.22,3042021,3.96E+11,ABC*PLANET FITNESS     281-3949670   PA,7997,33
37226,01292021 16:17:20,1.08,1302021,7.20E+14,CIRCLE K 01741         PHOENIX       NY,5541,33
31452,03072021 16:25:04,75.37,3082021,4.08E+14,HOT TOPIC 0362         FRIENDSWOOD   TN,5699,33
26607,02172021 15:48:09,2.69,2182021,5.39E+13,SQ *VIBE NEWPORT BEACH Newport Beach MI,5812,33
36717,03292021 14:03:51,5.44,3302021,2.87E+14,SONIC DRIVE IN #4215   PEARLAND      IL,5814,33
33717,02272021 12:09:35,6,3012021,3.72E+11,DELNOR WIGGINS PAS ST  NAPLES        CA,9399,33
20759,03022021 14:33:08,14.04,3032021,6.94E+14,TRADER JOE'S #405 QPS  DALLAS        NM,5411,33
26603,03252021 11:59:59,9.25,3272021,3.08E+14,TACO BELL 30780        SUNNYVALE     NY,5814,33
25770,03272021 20:52:19,19.49,3292021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,33
31094,01202021 20:31:45,38.48,1222021,5.10E+14,KIRAN'S RESTAURANT     HOUSTON       NJ,5812,34
37466,01222021 14:06:01,8.04,1232021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,34
38829,01262021 12:03:45,14.1,1282021,4.45E+12,LUIGIS PIZZERIA - TX   HOUSTON       OH,5812,34
25643,01232021 18:59:47,4.32,1252021,6.20E+14,TEXACO 0309321         PEARLAND      IL,5541,34
32628,03042021 11:01:58,30.6,3052021,9.20E+14,H-E-B #630             HOUSTON       CA,5411,34
18054,03212021 19:25:44,81.25,3222021,3.74E+11,BIRYANI-N-GRILL        HOUSTON       SD,5812,34
28226,03032021 17:11:35,15,3052021,4.52E+14,1330 PLANET FITNESS    KATY          PA,7997,34
37226,02032021 08:41:01,6.25,2042021,6.89E+14,MAVERIK #401           PRESCOTT VALL NY,5541,34
31452,03082021 10:49:42,90,3092021,3.73E+11,MILANO NAIL SPA        PEARLAND      TN,7230,34
26607,02172021 21:07:46,120.51,2182021,4.45E+12,WHOLEFDS NPT #10468    NEWPORT BEACH MI,5411,34
36717,03302021 15:07:59,3.78,3312021,8.00E+14,BUC-EE'S 19            PEARLAND      IL,5541,34
33717,02272021 15:16:34,28.47,3012021,4.97E+11,HOPS AND VINE          NAPLES        CA,5813,34
20759,03032021 13:08:55,28,3042021,4.45E+12,VINTAGE CAR WASH VINTT DALLAS        NM,7542,34
26603,03262021 12:33:49,14.97,3292021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,34
25770,03282021 13:57:24,45.49,3302021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,34
31094,01212021 13:11:29,28.9,1232021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,35
37466,01222021 18:24:34,21.67,1232021,4.45E+12,TST* THE PATIO ON RICH HOUSTON       OH,5813,35
38829,01272021 07:29:57,3,1282021,2.43E+14,SQ *CANDIDO SERRANO    Houston       OH,5814,35
25643,01242021 14:44:51,11.74,1252021,5.39E+13,SQ *BLACK HOLE COFFEE  Chicago       IL,5814,35
32628,03082021 18:13:21,11.77,3092021,3.32E+14,MCDONALD'S F34902      TOMBALL       CA,5814,35
18054,03232021 12:22:27,71.38,3242021,3.74E+11,BIRYANI-N-GRILL        HOUSTON       SD,5812,35
28226,03032021 18:40:52,12.85,3052021,3.72E+11,AMAZON.COM*C19V89G83 A AMZN.COM/BILL PA,5942,35
37226,02042021 16:54:39,7.05,2052021,7.20E+14,CIRCLE K 01741         PHOENIX       NY,5541,35
31452,03082021 13:40:11,10.83,3092021,4.45E+12,MARSHALLS #853         PASADENA      TN,5651,35
26607,02182021 09:55:35,4.75,2192021,8.00E+14,PEET'S #04403          NEWPORT BEACH MI,5814,35
36717,03312021 05:22:07,7.88,4012021,8.00E+14,WHATABURGER 433    Q26 PEARLAND      IL,5814,35
33717,02272021 15:56:10,216,3012021,544778,SEED TO TABLE          NAPLES         CA,5411,35
20759,03062021 07:01:35,10.48,3082021,4.60E+14,TOM THUMB #2990        DALLAS        NM,5411,35
26603,03262021 18:51:00,28,3292021,4.45E+12,TST* TAPLANDS          SANTA CLARA   NY,5812,35
25770,03282021 16:22:17,121.3,3302021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,35
31094,01222021 20:39:38,50.22,1252021,4.45E+12,TST* GEORGIA JAMES     HOUSTON       NJ,5812,36
37466,01222021 20:39:51,50.21,1252021,4.45E+12,TST* GEORGIA JAMES     HOUSTON       OH,5812,36
38829,01272021 09:34:44,1.49,1272021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,36
25643,01282021 16:23:30,11.76,1302021,4.45E+12,TST* FRENCHY S - 4646  CHICAGO       IL,5812,36
32628,03102021 16:38:09,30.31,3122021,3.67E+14,HARDY STOP             HOUSTON       CA,5542,36
18054,03232021 12:52:53,13.39,3242021,6.22E+14,DD/BR #351869          KATY          SD,5814,36
28226,03032021 18:54:25,10.26,3052021,4.56E+11,BURGER KING #4396  Q07 KATY          PA,5814,36
37226,02052021 08:41:10,2.33,2062021,6.20E+14,CHEVRON 0206369        SCOTTSDALE    NY,5541,36
31452,03092021 11:20:06,25.04,3102021,8.39E+14,CHEVRON 0374409        PEARLAND      TN,5542,36
26607,02272021 14:51:01,4.24,3012021,4.29E+14,JEDEDIAHS CATERING AND JACKSON       MI,5811,36
36717,04012021 08:17:24,12.97,4032021,4.04E+14,CHICK-FIL-A #03847     PEARLAND      IL,5814,36
33717,02282021 10:19:11,4.78,3012021,6.70E+14,CHEVRON 0358537        BONITA SPRING CA,5541,36
20759,03062021 10:51:28,8.91,3082021,4.33E+11,JERSEY MIKES 15017 QPS DALLAS        NM,5814,36
26603,03292021 12:42:53,10.78,3302021,3.51E+11,UNA MAS MEX GRILL #004 SUNNYVALE     NY,5812,36
25770,03282021 17:19:40,63.9,3302021,7.20E+13,CHARLESTON S 60        MESA          NJ,5812,36
31094,01232021 17:56:20,20.32,1252021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,37
37466,01232021 17:08:07,59.54,1262021,5.27E+14,ConverseUS             Boston        OH,5691,37
38829,01272021 09:34:44,1.49,1272021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,37
25643,02012021 09:29:37,12.1,2022021,2.43E+14,SQ *PEARLAND COFFEE RO gosq.com      IL,5814,37
32628,03132021 08:13:12,17.31,3152021,3.37E+14,APPLE.COM/BILL         866-712-7753  CA,5818,37
18054,03232021 12:53:48,2.18,3242021,6.22E+14,DD/BR #351869          KATY          SD,5814,37
28226,03042021 11:02:31,4.67,3052021,9.20E+14,H-E-B #630             HOUSTON       PA,5411,37
37226,02062021 15:31:32,9.72,2082021,5.43E+14,COFFEE BEAN&TEA LEAF # SCOTTSDALE    NY,5814,37
31452,03092021 18:27:03,30,3112021,5.65E+14,CHICK-FIL-A #03847     PEARLAND      TN,5814,37
26607,02272021 19:32:19,39.11,3012021,4.60E+14,SAFEWAY #2455          SAN ANSELMO   MI,5411,37
36717,04012021 12:08:06,2.17,4022021,4.45E+12,HTEAO - WEBSTER        WEBSTER       IL,5814,37
33717,02282021 14:08:43,22.88,3022021,57542514401,SHELL OIL 575425144QPS NAPLES        CA,5541,37
20759,03062021 11:08:38,8.1,3082021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,37
26603,03302021 12:58:45,12.3,3312021,5.42E+14,MCDONALD'S F1008       SANTA CLARA   NY,5814,37
25770,03282021 22:37:56,15,3302021,57441822509,SHELL OIL 574418225QPS PHOENIX       NJ,5541,37
31094,01252021 08:59:49,4.52,1262021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       NJ,5814,38
37466,01242021 15:07:38,51.48,1252021,4.46E+11,RPS*DREWERY PLACE R    8007040154    OH,6513,38
38829,01272021 09:34:44,1.49,1272021,6.50E+14,COINMACH HOUSTON       HOUSTON       OH,7211,38
25643,02032021 22:57:42,50,2052021,4.45E+11,CASH APP*              4153753176    IL,4829,38
32628,03132021 17:15:07,32.46,3152021,3.37E+14,APPLE.COM/BILL         866-712-7753  CA,5818,38
18054,03242021 11:01:46,14.81,3252021,8BRVVOYESPTC0OI,ALADDIN RE* ALADDIN ME HOUSTON       SD,5812,38
28226,03062021 17:51:13,8.91,3082021,3.72E+11,AMZN MKTP US*VG5H905P3 AMZN.COM/BILL PA,5942,38
37226,02082021 11:13:46,6.27,2092021,1.62E+14,MCDONALD'S F22352      PHOENIX       NY,5814,38
31452,03122021 17:56:03,35.99,3132021,4.45E+12,FIVE BELOW 1128        PEARLAND      TN,5331,38
26607,02272021 21:48:13,91.41,3012021,4.45E+12,TST* CUCINA SA         SAN ANSELMO   MI,5812,38
36717,04052021 11:11:13,6,4062021,8.00E+14,CIRCLE CAR WASH        PEARLAND      IL,7542,38
33717,02282021 17:51:44,452.04,3022021,21672425000,T-MICHAELS STEAK & LOB NAPLES        CA,5812,38
20759,03072021 11:05:29,8.64,3082021,4.69E+14,CENTRAL MARKET #747    DALLAS        NM,5411,38
26603,03312021 15:50:40,15.79,4022021,4.45E+12,WINGSTOP 0628          SANTA CLARA   NY,5814,38
25770,03282021 22:39:51,2.39,3302021,57441822509,SHELL OIL 574418225QPS PHOENIX       NJ,5541,38
31094,01252021 09:01:18,5.87,1262021,2.43E+14,SQ *DELICIAS MAYA      Houston       NJ,5814,39
37466,01262021 11:48:49,1.75,1272021,8031117859,COCA COLA SOUTHPOINT   HOUSTON       OH,5814,39
38829,01272021 11:45:07,14,1282021,4.45E+12,CKE*EL CHARRO MEXICA 3 HOUSTON       OH,5812,39
25643,02042021 09:37:43,0.77,2042021,1.85E+14,Amazon web services    aws.amazon.co IL,7399,39
32628,03142021 13:13:20,43.29,3152021,3.37E+14,APPLE.COM/BILL         866-712-7753  CA,5818,39
18054,03262021 16:31:57,12.45,3272021,3.45E+11,CHIPOTLE ONLINE        1800244768    SD,5814,39
28226,03062021 19:11:22,32.9,3082021,2.35E+14,AMZN Mktp US*7H1T55JV3 Amzn.com/bill PA,5942,39
37226,02102021 12:06:44,7.32,2112021,3.73E+11,SALAD AND GO           PHOENIX       NY,5814,39
31452,03122021 18:26:29,25.96,3132021,7.20E+14,MOD PIZZA PEARLAND     PEARLAND      TN,5812,39
26607,02282021 14:56:43,16.02,3012021,4.45E+12,TST* SMILEY S SALOON   BOLINAS       MI,5812,39
36717,04062021 12:11:28,57.1,4072021,3.73E+11,CHEESECAKE BAYBROOK    FRIENDSWOOD   IL,5812,39
33717,03012021 12:27:46,119.3,3032021,5.18E+14,ARAYA SUSHI ASIAN GRIL NAPLES        CA,5812,39
20759,03072021 16:52:28,83.58,3082021,2.66E+11,AL BIERNAT'S           DALLAS        NM,5812,39
26603,04012021 11:59:51,13.92,4022021,6.37E+14,MCDONALD'S F4324       SUNNYVALE     NY,5814,39
25770,03292021 09:41:34,28,3312021,1.11E+14,LOVE S COUNTRY00003491 YUMA          NJ,5542,39
31094,01252021 17:22:46,47.68,1272021,8.50E+11,EMPIRE CAFE            HOUSTON       NJ,5812,40
37466,01272021 06:34:39,4.52,1282021,5.39E+13,SQ *BLACK HOLE COFFEE  Houston       OH,5814,40
38829,01282021 12:35:35,16.5,1302021,2.25E+11,CHAPULTEPEC LUPITA     HOUSTON       OH,5812,40
